데이터프레임,train_test_split(Y/R),t-test(Y/N),변수선택법,VIF(Y/N),sampling 방식,적용모델,선택된 변수,혼동행렬,Accuracy,Precision,Recall,F1-score,hyperparameter 변경
binning_final_df,R,t_Y,None,v_N,RUSE,rf,"['유형자산증가율', '영업이익증가율', '순이익증가율', '재고자산증가율', '종업원1인당 부가가치증가율', '비유동자산증가율', '종업원1인당 매출액증가율', '종업원1인당 인건비증가율', '매출액총이익률', '매출액영업이익률', '매출액순이익률', '총자본사업이익률', '총자본영업이익률', '총자본순이익률', '자기자본영업이익률', '자기자본순이익률', '자본금영업이익률', '자본금순이익률', '기업순이익률', '경영자본영업이익률', '경영자본순이익률', '영업비율', '영업외손익률', '금융비용부담률', '외환이익 대 매출액비율', '수지비율', '금융비용 대 총비용비율', '감가상각률', '이자부담률', '지급이자율', '차입금평균이자율', '사내유보율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '자기자본배당률', '배당성향', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '유보율', '1주당영업이익(원)', '자기자본구성비율', '타인자본구성비율', '자기자본배율', '비유동비율', '비유동장기적합률', '유동비율', '당좌비율', '현금비율', '부채비율', '유동부채비율', '비유동부채비율', '순운전자본비율', '차입금의존도', '차입금비율', '이자보상배율(순금융비용)', '유보액대비율', '유보액 대 납입자본배율', '유동자산집중도', '비유동자산집중도', '투자집중도', 'CASH FLOW 대 부채비율', 'CASH FLOW 대 총자본비율', 'CASH FLOW 대 매출액비율', '영업이익대비이자보상배율', '경영자본회전률', '자본금회전률', '타인자본회전률', '매입채무회전기간', '재고자산회전기간', '매출채권회전기간', '비유동자산회전률', '부가가치(백만원)', '종업원1인당 부가가치(백만원)', '종업원1인당 매출액(백만원)', '종업원1인당 순이익(백만원)', '총자본투자효율', '부가가치율', '부가가치(백만원).1', '법인세비용차감전(계속사업)손익(백만원)', '인건비(백만원)', '금융비용(백만원)', '임차료(백만원)', '조세공과(백만원)', '감가상각비(백만원)', '종업원1인당 부가가치(백만원).1', '총자본투자효율.1', '부가가치율.1', '종업원수', 'PER(Price earnings ratio)(최고)', 'PER(Price earnings ratio)(최저)', 'PBR(Price book-value ratio)(최고)', 'PBR(Price book-value ratio)(최저)', 'PSR(Price sales ratio)(최고)', '기업가치(EV)(백만원)', 'EBITDA(백만원)', 'EBITDA/매출액(%)', 'EBITDA/평균발행주식수(백만원)', '매출원가 대 매출액비율', '재고자산 대 유동자산비율', '단기차입금 대 총차입금비율', '총자본회전률', '유동자산회전률', '당좌자산회전률', '순운전자본회전률', '자본분배율']","[[2626  618]
 [   6   32]]",0.81,0.049,0.8420000000000001,0.09300000000000001,none
binning_final_df,Y,t_Y,backward,v_N,RUSE,svm,"['비유동자산증가율', '총자본영업이익률', '경영자본순이익률', '자기자본배당률', 'CPS(Cash flow Per Share)(원)', '자기자본구성비율', '타인자본구성비율', '유동부채비율', '유동자산집중도', 'CASH FLOW 대 총자본비율', '자본금회전률', '종업원1인당 매출액(백만원)', '기계장비율', '금융비용(백만원)', '임차료(백만원)', '부가가치율.1', '단기차입금 대 총차입금비율']","[[2611  626]
 [   6   32]]",0.807,0.049,0.8420000000000001,0.092,none
diff_df,R,t_Y,backward,v_N,SMOTE,pr,"['growth_rate_수지비율', 'growth_rate_유동자산 대 비유동자산비율', 'growth_rate_비유동부채비율', 'growth_rate_종업원1인당 매출액(백만원)', 'growth_rate_EBITDA(백만원)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_운전자본회전률']","[[2464  393]
 [   5   25]]",0.862,0.06,0.833,0.112,none
small_business_df,R,t_Y,None,v_Y,None,lg,"['자기자본증가율', '종업원1인당 인건비증가율', '자기자본순이익률', '경영자본순이익률', '외환이익 대 매출액비율', '수지비율', '감가상각률', '사내유보 대 자기자본비율', '적립금비율(재정비율)', 'EPS(Earning Per Share)(원)', '비유동부채 대 순운전자본비율', '순운전자본비율', '이자보상배율(순금융비용)', 'CASH FLOW 대 부채비율', 'CASH FLOW 대 총자본비율', '타인자본회전률', '종업원1인당 순이익(백만원)', '종업원1인당 인건비(백만원)', '금융비용(백만원)', '종업원수', 'PBR(Price book-value ratio)(최고)', 'EBITDA(백만원)', '매출액총이익률', '경영자본영업이익률', '영업외손익률', '재고자산 대 유동자산비율', '단기차입금 대 총차입금비율']","[[1854  298]
 [   6   29]]",0.861,0.08900000000000001,0.8290000000000001,0.16,none
small_business_df,R,t_Y,None,v_N,ROSE,lg,"['자기자본증가율', '종업원1인당 인건비증가율', '총자본사업이익률', '총자본영업이익률', '총자본순이익률', '자기자본영업이익률', '자기자본순이익률', '자본금영업이익률', '자본금순이익률', '기업순이익률', '경영자본순이익률', '외환이익 대 매출액비율', '수지비율', '감가상각률', '사내유보 대 자기자본비율', '적립금비율(재정비율)', 'EPS(Earning Per Share)(원)', '유보율', '자기자본구성비율', '타인자본구성비율', '자기자본배율', '비유동비율', '비유동장기적합률', '부채비율', '유동부채비율', '비유동부채비율', '비유동부채 대 순운전자본비율', '순운전자본비율', '차입금의존도', '차입금비율', '이자보상배율(순금융비용)', '유보액대비율', '유보액 대 납입자본배율', 'CASH FLOW 대 부채비율', 'CASH FLOW 대 총자본비율', '타인자본회전률', '유동자산회전률', '당좌자산회전률', '순운전자본회전률', '부가가치(백만원)', '종업원1인당 부가가치(백만원)', '종업원1인당 순이익(백만원)', '종업원1인당 인건비(백만원)', '총자본투자효율', '부가가치(백만원).1', '법인세비용차감전(계속사업)손익(백만원)', '인건비(백만원)', '금융비용(백만원)', '감가상각비(백만원)', '종업원1인당 부가가치(백만원).1', '총자본투자효율.1', '종업원수', 'PBR(Price book-value ratio)(최고)', 'EBITDA(백만원)', '매출액총이익률', '경영자본영업이익률', '매출원가 대 매출액비율', '영업외손익률', '재고자산 대 유동자산비율', '단기차입금 대 총차입금비율', '총자본회전률', '경영자본회전률']","[[1852  300]
 [   6   29]]",0.86,0.08800000000000001,0.8290000000000001,0.159,none
small_business_df,R,t_Y,Lasso,v_N,RUSE,pr,"['자기자본증가율', '종업원1인당 인건비증가율', '총자본순이익률', '자기자본순이익률', '자본금영업이익률', '자본금순이익률', '경영자본순이익률', '수지비율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', 'EPS(Earning Per Share)(원)', '유보율', '비유동비율', '비유동부채 대 순운전자본비율', '순운전자본비율', '차입금비율', '이자보상배율(이자비용)', '이자보상배율(순금융비용)', '유보액대비율', '부가가치(백만원)', '종업원1인당 부가가치(백만원)', '종업원1인당 순이익(백만원)', '부가가치(백만원).1', '법인세비용차감전(계속사업)손익(백만원)', '인건비(백만원)', '금융비용(백만원)', '감가상각비(백만원)', '종업원수', 'EBITDA(백만원)', '영업외손익률', '단기차입금 대 총차입금비율']","[[1847  305]
 [   6   29]]",0.858,0.087,0.8290000000000001,0.157,none
small_business_df,Y,t_Y,stepwise,v_N,ROSE,lg,"['자기자본구성비율', '종업원수', '단기차입금 대 총차입금비율', 'CASH FLOW 대 부채비율', 'EBITDA(백만원)', '재고자산 대 유동자산비율', '인건비(백만원)', '자기자본증가율', 'CPS(Cash flow Per Share)(원)', '타인자본구성비율', '총자본순이익률', '기업순이익률', 'EPS(Earning Per Share)(원)']","[[1798  339]
 [   6   29]]",0.841,0.079,0.8290000000000001,0.14400000000000002,none
small_business_df,Y,t_Y,forward,v_N,ROSE,lg,"['총자본사업이익률', '자기자본구성비율', '종업원수', '단기차입금 대 총차입금비율', 'CASH FLOW 대 부채비율', 'EBITDA(백만원)', '재고자산 대 유동자산비율', '인건비(백만원)', '자기자본증가율', 'CPS(Cash flow Per Share)(원)', '유동자산회전률', '타인자본구성비율', '총자본순이익률', '기업순이익률', '경영자본회전률', '총자본회전률', 'EPS(Earning Per Share)(원)']","[[1793  344]
 [   6   29]]",0.8390000000000001,0.078,0.8290000000000001,0.142,none
small_business_df,R,t_Y,Lasso,v_Y,RUSE,lg,"['자기자본증가율', '종업원1인당 인건비증가율', '총자본순이익률', '자기자본순이익률', '경영자본순이익률', '수지비율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', 'EPS(Earning Per Share)(원)', '비유동비율', '비유동부채 대 순운전자본비율', '순운전자본비율', '차입금비율', '이자보상배율(이자비용)', '이자보상배율(순금융비용)', '유보액대비율', '종업원1인당 부가가치(백만원)', '종업원1인당 순이익(백만원)', '금융비용(백만원)', '종업원수', 'EBITDA(백만원)', '영업외손익률', '단기차입금 대 총차입금비율']","[[1764  388]
 [   6   29]]",0.82,0.07,0.8290000000000001,0.128,none
small_business_df,Y,t_Y,Lasso,v_Y,SMOTE,pr,"['자기자본증가율', '종업원1인당 인건비증가율', '매출액순이익률', '자기자본순이익률', '경영자본순이익률', '수지비율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', '비유동부채비율', '비유동부채 대 순운전자본비율', '순운전자본비율', '이자보상배율(이자비용)', '이자보상배율(순금융비용)', '유보액대비율', '종업원1인당 부가가치(백만원)', '종업원1인당 순이익(백만원)', '금융비용(백만원)', '종업원수', 'EBITDA(백만원)', 'EBITDA/매출액(%)', '영업외손익률', '단기차입금 대 총차입금비율']","[[1740  397]
 [   6   29]]",0.8140000000000001,0.068,0.8290000000000001,0.126,none
basic_final_df,Y,t_Y,forward,v_N,SMOTE,pr,"['총자본사업이익률', '자기자본구성비율', '자본금회전률', 'CASH FLOW 대 부채비율', '단기차입금 대 총차입금비율', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '재고자산 대 유동자산비율', '이자부담률', '경영자본순이익률', '순운전자본비율', '자기자본증가율', '종업원1인당 순이익(백만원)']","[[2769  468]
 [   7   31]]",0.855,0.062,0.816,0.115,none
binning_final_df,Y,t_Y,None,v_N,RUSE,rf,"['유형자산증가율', '영업이익증가율', '순이익증가율', '재고자산증가율', '종업원1인당 부가가치증가율', '비유동자산증가율', '종업원1인당 매출액증가율', '종업원1인당 인건비증가율', '매출액영업이익률', '매출액순이익률', '총자본사업이익률', '총자본영업이익률', '총자본순이익률', '자기자본영업이익률', '자기자본순이익률', '자본금영업이익률', '자본금순이익률', '기업순이익률', '경영자본영업이익률', '경영자본순이익률', '영업비율', '영업외손익률', '금융비용부담률', '외환이익 대 매출액비율', '수지비율', '금융비용 대 총비용비율', '감가상각률', '이자부담률', '지급이자율', '차입금평균이자율', '사내유보율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '자기자본배당률', '배당성향', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '1주당영업이익(원)', '자기자본구성비율', '타인자본구성비율', '비유동비율', '비유동장기적합률', '유동비율', '당좌비율', '현금비율', '부채비율', '유동부채비율', '비유동부채비율', '순운전자본비율', '차입금의존도', '차입금비율', '이자보상배율(순금융비용)', '유보액대비율', '유동자산집중도', '비유동자산집중도', '투자집중도', 'CASH FLOW 대 부채비율', 'CASH FLOW 대 총자본비율', 'CASH FLOW 대 매출액비율', '영업이익대비이자보상배율', '자본금회전률', '타인자본회전률', '매입채무회전기간', '재고자산회전기간', '매출채권회전기간', '비유동자산회전률', '부가가치(백만원)', '종업원1인당 부가가치(백만원)', '종업원1인당 매출액(백만원)', '종업원1인당 순이익(백만원)', '노동장비율', '기계장비율', '총자본투자효율', '부가가치율', '부가가치(백만원).1', '법인세비용차감전(계속사업)손익(백만원)', '인건비(백만원)', '금융비용(백만원)', '임차료(백만원)', '조세공과(백만원)', '종업원1인당 부가가치(백만원).1', '총자본투자효율.1', '부가가치율.1', '종업원수', 'PER(Price earnings ratio)(최고)', 'PER(Price earnings ratio)(최저)', 'PBR(Price book-value ratio)(최고)', 'PBR(Price book-value ratio)(최저)', 'PSR(Price sales ratio)(최고)', '기업가치(EV)(백만원)', 'EBITDA(백만원)', 'EBITDA/매출액(%)', 'EBITDA/평균발행주식수(백만원)', '매출액총이익률', '매출원가 대 매출액비율', '재고자산 대 유동자산비율', '단기차입금 대 총차입금비율', '총자본회전률', '경영자본회전률', '유동자산회전률', '당좌자산회전률', '순운전자본회전률', '자본분배율']","[[2750  487]
 [   7   31]]",0.8490000000000001,0.06,0.816,0.11199999999999999,none
basic_final_df,Y,t_Y,stepwise,v_N,SMOTE,pr,"['총자본사업이익률', '자기자본구성비율', '자본금회전률', 'CASH FLOW 대 부채비율', '단기차입금 대 총차입금비율', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '재고자산 대 유동자산비율', '이자부담률', '경영자본순이익률', '순운전자본비율', '자기자본증가율', '종업원1인당 순이익(백만원)']","[[2747  490]
 [   7   31]]",0.848,0.06,0.816,0.111,none
basic_final_df,R,t_Y,Lasso,v_N,RUSE,rf,"['자기자본증가율', '종업원1인당 인건비증가율', '자기자본순이익률', '경영자본순이익률', '영업외손익률', '수지비율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '비유동비율', '부채비율', '차입금비율', '이자보상배율(이자비용)', '이자보상배율(순금융비용)', '유보액대비율', '종업원1인당 부가가치(백만원)', '종업원1인당 순이익(백만원)', '종업원1인당 인건비(백만원)', '총자본투자효율', '종업원1인당 부가가치(백만원).1', '총자본투자효율.1', 'EBITDA/평균발행주식수(백만원)', '단기차입금 대 총차입금비율']","[[2723  521]
 [   7   31]]",0.8390000000000001,0.055999999999999994,0.816,0.105,none
binning_final_df,Y,t_Y,None,v_N,RUSE,svm,"['유형자산증가율', '영업이익증가율', '순이익증가율', '재고자산증가율', '종업원1인당 부가가치증가율', '비유동자산증가율', '종업원1인당 매출액증가율', '종업원1인당 인건비증가율', '매출액영업이익률', '매출액순이익률', '총자본사업이익률', '총자본영업이익률', '총자본순이익률', '자기자본영업이익률', '자기자본순이익률', '자본금영업이익률', '자본금순이익률', '기업순이익률', '경영자본영업이익률', '경영자본순이익률', '영업비율', '영업외손익률', '금융비용부담률', '외환이익 대 매출액비율', '수지비율', '금융비용 대 총비용비율', '감가상각률', '이자부담률', '지급이자율', '차입금평균이자율', '사내유보율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '자기자본배당률', '배당성향', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '1주당영업이익(원)', '자기자본구성비율', '타인자본구성비율', '비유동비율', '비유동장기적합률', '유동비율', '당좌비율', '현금비율', '부채비율', '유동부채비율', '비유동부채비율', '순운전자본비율', '차입금의존도', '차입금비율', '이자보상배율(순금융비용)', '유보액대비율', '유동자산집중도', '비유동자산집중도', '투자집중도', 'CASH FLOW 대 부채비율', 'CASH FLOW 대 총자본비율', 'CASH FLOW 대 매출액비율', '영업이익대비이자보상배율', '자본금회전률', '타인자본회전률', '매입채무회전기간', '재고자산회전기간', '매출채권회전기간', '비유동자산회전률', '부가가치(백만원)', '종업원1인당 부가가치(백만원)', '종업원1인당 매출액(백만원)', '종업원1인당 순이익(백만원)', '노동장비율', '기계장비율', '총자본투자효율', '부가가치율', '부가가치(백만원).1', '법인세비용차감전(계속사업)손익(백만원)', '인건비(백만원)', '금융비용(백만원)', '임차료(백만원)', '조세공과(백만원)', '종업원1인당 부가가치(백만원).1', '총자본투자효율.1', '부가가치율.1', '종업원수', 'PER(Price earnings ratio)(최고)', 'PER(Price earnings ratio)(최저)', 'PBR(Price book-value ratio)(최고)', 'PBR(Price book-value ratio)(최저)', 'PSR(Price sales ratio)(최고)', '기업가치(EV)(백만원)', 'EBITDA(백만원)', 'EBITDA/매출액(%)', 'EBITDA/평균발행주식수(백만원)', '매출액총이익률', '매출원가 대 매출액비율', '재고자산 대 유동자산비율', '단기차입금 대 총차입금비율', '총자본회전률', '경영자본회전률', '유동자산회전률', '당좌자산회전률', '순운전자본회전률', '자본분배율']","[[2685  552]
 [   7   31]]",0.8290000000000001,0.053,0.816,0.1,none
basic_final_df,R,t_Y,Lasso,v_Y,ROSE,pr,"['자기자본증가율', '종업원1인당 인건비증가율', '자기자본순이익률', '경영자본순이익률', '영업외손익률', '수지비율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '이자보상배율(이자비용)', '이자보상배율(순금융비용)', '유보액대비율', '종업원1인당 순이익(백만원)', '종업원1인당 인건비(백만원)', 'EBITDA/평균발행주식수(백만원)', '단기차입금 대 총차입금비율']","[[2687  557]
 [   7   31]]",0.828,0.053,0.816,0.099,none
binning_final_df,Y,t_Y,Lasso,v_N,RUSE,lg,"['종업원1인당 부가가치증가율', '비유동자산증가율', '종업원1인당 인건비증가율', '매출액영업이익률', '총자본순이익률', '자기자본영업이익률', '자기자본순이익률', '경영자본순이익률', '영업외손익률', '외환이익 대 매출액비율', '수지비율', '감가상각률', '차입금평균이자율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '평균배당률', '자기자본배당률', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', '자기자본구성비율', '현금비율', '부채비율', '유동부채비율', '비유동부채비율', '유보액대비율', '비유동자산집중도', 'CASH FLOW 대 부채비율', 'CASH FLOW 대 총자본비율', 'CASH FLOW 대 매출액비율', '매입채무회전기간', '종업원1인당 순이익(백만원)', '노동장비율', '기계장비율', '총자본투자효율', '부가가치율', '총자본투자효율.1', '부가가치율.1', '종업원수', 'PBR(Price book-value ratio)(최고)', 'PBR(Price book-value ratio)(최저)', 'EBITDA/매출액(%)', '재고자산 대 유동자산비율', '단기차입금 대 총차입금비율', '유동자산회전률', '순운전자본회전률', '자본분배율']","[[2679  558]
 [   7   31]]",0.8270000000000001,0.053,0.816,0.099,none
basic_final_df,Y,t_Y,Lasso,v_Y,RUSE,rf,"['자기자본증가율', '종업원1인당 인건비증가율', '자기자본순이익률', '경영자본순이익률', '영업외손익률', '수지비율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '비유동부채비율', '이자보상배율(이자비용)', '이자보상배율(순금융비용)', '종업원1인당 매출액(백만원)', '종업원1인당 순이익(백만원)', 'EBITDA/매출액(%)', '단기차입금 대 총차입금비율']","[[2665  572]
 [   7   31]]",0.823,0.051,0.816,0.09699999999999999,none
basic_final_df,Y,t_Y,Lasso,v_N,RUSE,rf,"['자기자본증가율', '종업원1인당 인건비증가율', '자기자본순이익률', '경영자본순이익률', '영업외손익률', '수지비율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '1주당영업이익(원)', '비유동비율', '부채비율', '비유동부채비율', '차입금비율', '이자보상배율(이자비용)', '이자보상배율(순금융비용)', '종업원1인당 부가가치(백만원)', '종업원1인당 매출액(백만원)', '종업원1인당 순이익(백만원)', '종업원1인당 부가가치(백만원).1', 'EBITDA/매출액(%)', 'EBITDA/평균발행주식수(백만원)', '단기차입금 대 총차입금비율']","[[2661  576]
 [   7   31]]",0.8220000000000001,0.051,0.816,0.096,none
binning_final_df,R,t_Y,None,v_N,RUSE,pr,"['유형자산증가율', '영업이익증가율', '순이익증가율', '재고자산증가율', '종업원1인당 부가가치증가율', '비유동자산증가율', '종업원1인당 매출액증가율', '종업원1인당 인건비증가율', '매출액총이익률', '매출액영업이익률', '매출액순이익률', '총자본사업이익률', '총자본영업이익률', '총자본순이익률', '자기자본영업이익률', '자기자본순이익률', '자본금영업이익률', '자본금순이익률', '기업순이익률', '경영자본영업이익률', '경영자본순이익률', '영업비율', '영업외손익률', '금융비용부담률', '외환이익 대 매출액비율', '수지비율', '금융비용 대 총비용비율', '감가상각률', '이자부담률', '지급이자율', '차입금평균이자율', '사내유보율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '자기자본배당률', '배당성향', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '유보율', '1주당영업이익(원)', '자기자본구성비율', '타인자본구성비율', '자기자본배율', '비유동비율', '비유동장기적합률', '유동비율', '당좌비율', '현금비율', '부채비율', '유동부채비율', '비유동부채비율', '순운전자본비율', '차입금의존도', '차입금비율', '이자보상배율(순금융비용)', '유보액대비율', '유보액 대 납입자본배율', '유동자산집중도', '비유동자산집중도', '투자집중도', 'CASH FLOW 대 부채비율', 'CASH FLOW 대 총자본비율', 'CASH FLOW 대 매출액비율', '영업이익대비이자보상배율', '경영자본회전률', '자본금회전률', '타인자본회전률', '매입채무회전기간', '재고자산회전기간', '매출채권회전기간', '비유동자산회전률', '부가가치(백만원)', '종업원1인당 부가가치(백만원)', '종업원1인당 매출액(백만원)', '종업원1인당 순이익(백만원)', '총자본투자효율', '부가가치율', '부가가치(백만원).1', '법인세비용차감전(계속사업)손익(백만원)', '인건비(백만원)', '금융비용(백만원)', '임차료(백만원)', '조세공과(백만원)', '감가상각비(백만원)', '종업원1인당 부가가치(백만원).1', '총자본투자효율.1', '부가가치율.1', '종업원수', 'PER(Price earnings ratio)(최고)', 'PER(Price earnings ratio)(최저)', 'PBR(Price book-value ratio)(최고)', 'PBR(Price book-value ratio)(최저)', 'PSR(Price sales ratio)(최고)', '기업가치(EV)(백만원)', 'EBITDA(백만원)', 'EBITDA/매출액(%)', 'EBITDA/평균발행주식수(백만원)', '매출원가 대 매출액비율', '재고자산 대 유동자산비율', '단기차입금 대 총차입금비율', '총자본회전률', '유동자산회전률', '당좌자산회전률', '순운전자본회전률', '자본분배율']","[[2650  594]
 [   7   31]]",0.8170000000000001,0.05,0.816,0.094,none
binning_final_df,R,t_Y,None,v_N,ROSE,pr,"['유형자산증가율', '영업이익증가율', '순이익증가율', '재고자산증가율', '종업원1인당 부가가치증가율', '비유동자산증가율', '종업원1인당 매출액증가율', '종업원1인당 인건비증가율', '매출액총이익률', '매출액영업이익률', '매출액순이익률', '총자본사업이익률', '총자본영업이익률', '총자본순이익률', '자기자본영업이익률', '자기자본순이익률', '자본금영업이익률', '자본금순이익률', '기업순이익률', '경영자본영업이익률', '경영자본순이익률', '영업비율', '영업외손익률', '금융비용부담률', '외환이익 대 매출액비율', '수지비율', '금융비용 대 총비용비율', '감가상각률', '이자부담률', '지급이자율', '차입금평균이자율', '사내유보율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', '자기자본배당률', '배당성향', '1주당매출액(원)', 'EPS(Earning Per Share)(원)', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '유보율', '1주당영업이익(원)', '자기자본구성비율', '타인자본구성비율', '자기자본배율', '비유동비율', '비유동장기적합률', '유동비율', '당좌비율', '현금비율', '부채비율', '유동부채비율', '비유동부채비율', '순운전자본비율', '차입금의존도', '차입금비율', '이자보상배율(순금융비용)', '유보액대비율', '유보액 대 납입자본배율', '유동자산집중도', '비유동자산집중도', '투자집중도', 'CASH FLOW 대 부채비율', 'CASH FLOW 대 총자본비율', 'CASH FLOW 대 매출액비율', '영업이익대비이자보상배율', '경영자본회전률', '자본금회전률', '타인자본회전률', '매입채무회전기간', '재고자산회전기간', '매출채권회전기간', '비유동자산회전률', '부가가치(백만원)', '종업원1인당 부가가치(백만원)', '종업원1인당 매출액(백만원)', '종업원1인당 순이익(백만원)', '총자본투자효율', '부가가치율', '부가가치(백만원).1', '법인세비용차감전(계속사업)손익(백만원)', '인건비(백만원)', '금융비용(백만원)', '임차료(백만원)', '조세공과(백만원)', '감가상각비(백만원)', '종업원1인당 부가가치(백만원).1', '총자본투자효율.1', '부가가치율.1', '종업원수', 'PER(Price earnings ratio)(최고)', 'PER(Price earnings ratio)(최저)', 'PBR(Price book-value ratio)(최고)', 'PBR(Price book-value ratio)(최저)', 'PSR(Price sales ratio)(최고)', '기업가치(EV)(백만원)', 'EBITDA(백만원)', 'EBITDA/매출액(%)', 'EBITDA/평균발행주식수(백만원)', '매출원가 대 매출액비율', '재고자산 대 유동자산비율', '단기차입금 대 총차입금비율', '총자본회전률', '유동자산회전률', '당좌자산회전률', '순운전자본회전률', '자본분배율']","[[2650  594]
 [   7   31]]",0.8170000000000001,0.05,0.816,0.094,none
basic_final_df,R,t_Y,forward,v_N,ROSE,lg,"['총자본사업이익률', '자기자본구성비율', '순운전자본회전률', '경영자본회전률', '이자부담률', 'BPS(Book-value Per Share)(원)', 'CASH FLOW 대 부채비율', '단기차입금 대 총차입금비율', '타인자본회전률', '자본금회전률', 'CPS(Cash flow Per Share)(원)', '종업원1인당 순이익(백만원)', '타인자본구성비율', '자기자본증가율', '총자본영업이익률', 'EPS(Earning Per Share)(원)']","[[2645  599]
 [   7   31]]",0.815,0.049,0.816,0.093,none
binning_final_df,Y,t_Y,backward,v_N,RUSE,lg,"['비유동자산증가율', '총자본영업이익률', '경영자본순이익률', '자기자본배당률', 'CPS(Cash flow Per Share)(원)', '자기자본구성비율', '타인자본구성비율', '유동부채비율', '유동자산집중도', 'CASH FLOW 대 총자본비율', '자본금회전률', '종업원1인당 매출액(백만원)', '기계장비율', '금융비용(백만원)', '임차료(백만원)', '부가가치율.1', '단기차입금 대 총차입금비율']","[[2639  598]
 [   7   31]]",0.815,0.049,0.816,0.09300000000000001,none
basic_final_df,Y,t_Y,stepwise,v_N,RUSE,rf,"['총자본사업이익률', '자기자본구성비율', '자본금회전률', 'CASH FLOW 대 부채비율', '단기차입금 대 총차입금비율', 'CPS(Cash flow Per Share)(원)', 'BPS(Book-value Per Share)(원)', '재고자산 대 유동자산비율', '이자부담률', '경영자본순이익률', '순운전자본비율', '자기자본증가율', '종업원1인당 순이익(백만원)']","[[2634  603]
 [   7   31]]",0.8140000000000001,0.049,0.816,0.092,none
binning_final_df,Y,t_Y,stepwise,v_N,RUSE,rf,"['총자본순이익률', 'CASH FLOW 대 총자본비율', '단기차입금 대 총차입금비율', '자본분배율', '매입채무회전기간', '자기자본배당률', '비유동자산증가율', '부가가치율.1', '자기자본구성비율', '재고자산 대 유동자산비율', '종업원수', '금융비용(백만원)', '타인자본구성비율']","[[2616  621]
 [   7   31]]",0.8079999999999999,0.048,0.816,0.09,none
small_business_df,R,t_Y,stepwise,v_N,SMOTE,pr,"['자기자본구성비율', '종업원수', '단기차입금 대 총차입금비율', 'CASH FLOW 대 부채비율', 'EBITDA(백만원)', '재고자산 대 유동자산비율', '인건비(백만원)', '자기자본증가율', '타인자본구성비율', '총자본순이익률', '기업순이익률']","[[1928  224]
 [   7   28]]",0.894,0.111,0.8,0.195,none
small_business_df,R,t_Y,Lasso,v_Y,SMOTE,pr,"['자기자본증가율', '종업원1인당 인건비증가율', '총자본순이익률', '자기자본순이익률', '경영자본순이익률', '수지비율', '사내유보 대 자기자본비율', '적립금비율(재정비율)', 'EPS(Earning Per Share)(원)', '비유동비율', '비유동부채 대 순운전자본비율', '순운전자본비율', '차입금비율', '이자보상배율(이자비용)', '이자보상배율(순금융비용)', '유보액대비율', '종업원1인당 부가가치(백만원)', '종업원1인당 순이익(백만원)', '금융비용(백만원)', '종업원수', 'EBITDA(백만원)', '영업외손익률', '단기차입금 대 총차입금비율']","[[1886  266]
 [   7   28]]",0.875,0.095,0.8,0.17,none
